activity_id,type,assigned_to_user,deal_id,done,due_to
145938,after_close_call,1600,762016,False,2024-01-18T11:59:20
198381,after_close_call,1258,286122,False,2024-07-28T19:44:11
714313,follow_up,946,523379,True,2024-02-01T22:19:48
302390,follow_up,494,929688,False,2024-01-01T20:47:24
869477,after_close_call,1749,525750,False,2024-07-16T07:14:32
817766,sc_2,252,378512,False,2024-05-27T11:32:48
593175,sc_2,1372,282517,False,2024-05-29T05:27:23
575554,follow_up,380,866800,False,2024-02-10T01:49:59
745515,meeting,1061,181757,False,2024-08-02T03:49:37
745939,meeting,920,543163,True,2024-05-22T21:23:19
892244,sc_2,95,259786,False,2024-08-04T13:07:52
708696,after_close_call,586,630035,True,2024-01-04T10:18:19
915108,after_close_call,39,799550,False,2024-03-12T03:42:32
519083,after_close_call,501,153568,True,2024-04-25T01:28:15
388537,follow_up,696,694878,True,2024-05-16T12:33:34
510375,sc_2,1401,932398,False,2024-05-01T07:06:43
782455,after_close_call,324,325015,False,2024-06-02T09:55:30
531368,follow_up,362,784003,True,2024-04-30T22:35:46
354620,after_close_call,837,679295,False,2024-01-31T10:40:55
167449,sc_2,1388,281565,True,2024-09-13T12:32:26
994530,meeting,548,529396,False,2024-09-08T09:53:21
759526,meeting,301,479551,True,2024-05-01T04:21:27
525590,after_close_call,1466,346903,False,2024-08-24T06:50:06
893092,follow_up,1724,709501,True,2024-06-06T08:46:05
457444,meeting,385,980024,True,2024-04-29T05:48:01
744494,sc_2,1092,688842,True,2024-08-05T09:10:21
344971,sc_2,600,706504,False,2024-06-20T00:48:09
160447,after_close_call,440,282942,False,2024-02-26T00:21:08
529997,meeting,1139,944716,False,2024-08-21T04:31:28
618275,meeting,437,576435,True,2024-02-28T10:03:01
384993,after_close_call,995,873252,True,2024-08-26T04:04:13
784924,meeting,3,920092,False,2024-08-25T00:08:20
707195,meeting,502,268685,True,2024-05-16T06:15:33
181673,follow_up,671,505923,False,2024-05-05T23:09:54
356059,follow_up,855,762501,False,2024-01-02T19:49:46
927071,meeting,1707,133326,False,2024-01-17T09:41:27
425596,sc_2,792,788646,False,2024-05-01T14:29:52
100591,follow_up,1491,143786,False,2024-09-08T09:30:56
738080,sc_2,1391,811950,False,2024-08-05T21:14:28
915453,after_close_call,1425,967474,True,2024-06-15T20:24:59
945965,meeting,295,695810,False,2024-06-21T20:01:43
887592,sc_2,1561,289678,True,2024-02-04T01:48:58
887671,sc_2,565,190836,True,2024-03-12T03:19:17
596694,after_close_call,76,952926,True,2024-04-16T17:05:56
334494,follow_up,1147,388386,True,2024-01-06T12:05:36
759880,meeting,118,791796,False,2024-07-21T20:21:48
438159,sc_2,1332,576628,True,2024-05-15T03:02:42
144358,meeting,1407,478643,False,2024-07-06T08:53:42
440094,meeting,723,398894,True,2024-01-18T22:38:41
569035,follow_up,936,304408,True,2024-09-04T09:44:42
594973,after_close_call,1337,319863,False,2024-07-15T21:57:21
535684,after_close_call,14,681617,True,2024-01-02T18:24:59
899813,sc_2,1259,156831,True,2024-07-27T23:06:54
847220,sc_2,280,663308,True,2024-09-06T18:43:55
661019,after_close_call,1423,802549,False,2024-02-16T03:07:32
198590,sc_2,1326,931095,True,2024-08-03T09:01:52
524749,meeting,1400,939971,False,2024-06-28T12:48:19
958340,sc_2,1529,813821,False,2024-05-05T20:13:54
889160,after_close_call,844,441161,False,2024-06-29T15:22:08
148324,after_close_call,1611,396839,False,2024-02-03T01:52:24
473082,follow_up,326,451672,True,2024-06-01T10:09:27
104544,sc_2,1681,379754,True,2024-05-20T22:56:35
199281,follow_up,618,478505,False,2024-07-24T19:30:02
979662,follow_up,1222,414908,False,2024-07-29T10:28:19
130157,follow_up,1137,128835,False,2024-04-09T20:31:34
146785,follow_up,548,493196,False,2024-03-15T10:22:29
847818,after_close_call,424,706897,True,2024-06-28T17:01:01
444391,after_close_call,557,928318,False,2024-04-03T09:00:14
239562,meeting,307,179917,True,2024-03-21T04:44:43
870852,sc_2,1219,186845,False,2024-07-21T23:02:42
545894,sc_2,862,916680,True,2024-03-28T02:24:07
246018,after_close_call,1135,693594,True,2024-01-30T01:35:19
730731,meeting,1505,861234,False,2024-07-01T20:22:27
961145,sc_2,1198,937339,True,2024-06-04T13:55:51
781946,meeting,1267,870750,False,2024-02-13T06:55:36
194833,follow_up,961,401102,True,2024-04-25T16:30:34
356986,meeting,41,468204,True,2024-04-13T17:44:52
628128,follow_up,834,218479,True,2024-04-01T08:25:04
154320,follow_up,56,154144,False,2024-08-07T01:06:49
383205,meeting,720,286914,True,2024-08-02T06:49:53
118660,sc_2,1440,227566,True,2024-08-10T03:28:49
758281,after_close_call,41,733045,True,2024-03-26T06:18:45
562810,after_close_call,535,586009,True,2024-07-30T12:04:24
701484,follow_up,613,265892,True,2024-05-08T03:21:52
697890,sc_2,292,928327,True,2024-03-31T15:55:44
111885,after_close_call,866,952127,True,2024-09-07T12:19:56
902629,sc_2,718,412574,True,2024-03-23T03:08:17
131747,after_close_call,609,532116,False,2024-05-06T21:12:15
271432,follow_up,1100,137159,False,2024-04-22T01:40:15
682892,follow_up,1548,757258,False,2024-01-07T01:42:56
472707,sc_2,424,492853,False,2024-02-16T20:29:45
393890,meeting,424,841837,True,2024-06-05T13:10:50
846380,follow_up,19,777390,False,2024-07-26T13:55:59
891426,meeting,60,573954,True,2024-01-05T23:33:59
901705,follow_up,13,383158,False,2024-04-26T23:05:53
218090,follow_up,1162,556816,False,2024-05-03T03:07:55
614825,after_close_call,904,166100,True,2024-06-26T01:11:14
900137,follow_up,645,408196,False,2024-02-09T17:47:51
634755,meeting,611,369850,True,2024-03-27T04:16:01
767746,meeting,397,379079,True,2024-03-28T11:02:26
183304,meeting,93,505810,False,2024-07-12T02:17:28
915387,sc_2,973,737914,True,2024-04-07T17:19:04
448875,sc_2,420,187804,False,2024-06-25T20:49:17
560061,follow_up,1441,684597,False,2024-04-04T09:24:26
611700,follow_up,314,652051,True,2024-09-10T18:59:09
207101,sc_2,1448,598210,True,2024-02-04T19:10:05
853435,after_close_call,65,931954,False,2024-06-29T00:00:25
982716,meeting,653,556430,True,2024-05-15T20:44:25
668698,sc_2,1497,655137,False,2024-07-23T01:47:07
802941,meeting,718,985295,True,2024-04-27T18:55:18
917166,sc_2,1581,583348,False,2024-01-14T01:11:49
450709,sc_2,76,125391,True,2024-09-11T17:33:05
162118,after_close_call,389,584145,False,2024-02-08T10:55:13
527572,after_close_call,46,888764,False,2024-05-16T04:25:41
783173,sc_2,1554,366980,False,2024-02-03T17:36:41
397027,follow_up,746,448177,False,2024-01-13T12:05:20
441319,meeting,1210,899908,True,2024-07-04T22:52:11
700096,follow_up,963,693832,True,2024-01-24T16:36:23
398988,meeting,938,669358,False,2024-04-29T06:13:27
507462,follow_up,715,362258,True,2024-01-24T00:54:21
181018,sc_2,1620,806211,False,2024-08-29T07:08:03
454849,meeting,1273,696203,False,2024-03-29T10:03:10
149746,sc_2,826,611967,False,2024-07-25T22:13:38
619656,sc_2,1437,847970,False,2024-02-27T12:50:48
327872,sc_2,550,699758,False,2024-09-02T07:02:06
574709,after_close_call,843,809674,False,2024-01-07T03:11:01
770566,meeting,126,144587,True,2024-07-05T22:38:47
164324,meeting,1025,991642,True,2024-02-12T06:12:25
552235,sc_2,1217,573388,False,2024-01-01T04:06:22
926262,after_close_call,130,284350,False,2024-02-17T23:41:17
946010,after_close_call,480,850287,False,2024-01-15T07:15:41
526035,meeting,1213,913376,False,2024-05-19T13:15:27
244363,sc_2,1712,667817,False,2024-02-28T15:35:30
236670,after_close_call,258,185386,True,2024-01-10T04:38:44
654504,after_close_call,19,968029,True,2024-05-13T12:31:42
105156,follow_up,670,643609,False,2024-03-13T14:12:58
409336,meeting,932,618794,False,2024-04-20T16:56:14
525682,follow_up,1379,961805,True,2024-03-22T14:35:13
964306,meeting,504,349500,False,2024-05-04T17:08:56
559027,meeting,717,542119,False,2024-03-27T23:36:03
158975,sc_2,1753,566836,False,2024-07-01T15:47:10
820621,follow_up,153,148702,True,2024-05-24T16:41:57
724135,follow_up,279,274148,True,2024-04-25T13:58:14
487482,sc_2,627,626284,True,2024-04-15T04:12:06
305491,sc_2,1778,855127,True,2024-06-25T03:18:28
917289,meeting,1590,950342,False,2024-03-31T09:13:26
408014,follow_up,110,193698,False,2024-05-30T18:02:40
305543,sc_2,1693,726351,False,2024-08-07T17:00:15
689346,follow_up,1458,653854,False,2024-08-08T02:05:55
890520,after_close_call,1379,459114,True,2024-04-12T14:05:04
419821,follow_up,1641,944259,True,2024-08-31T18:56:24
584765,meeting,1162,275795,True,2024-04-03T10:10:17
363949,meeting,1388,445983,True,2024-02-12T09:07:39
255715,sc_2,704,176693,True,2024-01-18T18:12:16
417964,meeting,108,355160,False,2024-01-18T10:45:30
788505,follow_up,368,723870,False,2024-01-11T03:39:20
578887,follow_up,59,774318,True,2024-02-21T08:59:37
206748,after_close_call,1252,974638,False,2024-06-21T05:31:21
395487,sc_2,8,618139,False,2024-06-18T04:44:05
636996,follow_up,418,798570,True,2024-02-14T17:56:32
818214,follow_up,1316,353111,True,2024-03-30T21:49:03
774220,after_close_call,942,285307,True,2024-05-01T11:46:46
615636,meeting,1685,636213,False,2024-05-17T01:42:54
277054,after_close_call,857,562400,False,2024-06-30T05:46:06
287872,after_close_call,636,784641,False,2024-06-27T04:04:21
311057,sc_2,1145,712260,False,2024-08-30T20:22:19
838828,after_close_call,480,201161,False,2024-08-11T04:23:17
158891,sc_2,1135,937576,False,2024-01-12T23:06:35
282768,meeting,997,396778,True,2024-03-20T02:07:23
625954,meeting,988,687552,False,2024-03-17T13:26:48
824473,after_close_call,673,880529,False,2024-04-26T22:19:24
952714,after_close_call,1602,616526,False,2024-06-25T22:07:03
661921,meeting,8,922172,True,2024-08-11T13:50:35
912539,meeting,873,520213,False,2024-04-25T16:51:50
222131,sc_2,1673,993700,True,2024-03-07T09:49:49
371350,meeting,1670,958377,False,2024-08-04T16:12:49
489053,meeting,588,349906,False,2024-02-26T21:54:44
136224,meeting,1260,385221,False,2024-05-05T15:52:24
992298,follow_up,305,597160,False,2024-08-16T07:48:37
405567,follow_up,834,795179,True,2024-01-16T07:17:37
730538,follow_up,153,527460,False,2024-06-22T04:07:11
777137,follow_up,277,382248,True,2024-03-27T17:34:32
913353,sc_2,294,580489,True,2024-06-06T13:56:55
463200,follow_up,331,663641,False,2024-01-24T11:30:44
838688,after_close_call,23,756564,False,2024-07-05T11:32:47
448743,meeting,1188,667322,False,2024-07-25T17:51:02
581855,follow_up,1324,573344,False,2024-07-20T19:18:37
687974,sc_2,820,476736,False,2024-05-14T22:34:13
871915,sc_2,168,930511,True,2024-02-26T18:56:34
702198,meeting,210,196454,False,2024-07-04T02:16:45
292685,after_close_call,1695,850655,True,2024-03-31T19:35:11
510536,meeting,1347,761526,True,2024-08-30T13:55:01
269473,follow_up,1335,632258,True,2024-06-30T09:14:13
892443,follow_up,213,253630,False,2024-06-09T00:47:04
125217,after_close_call,334,856892,False,2024-04-29T11:11:53
703879,follow_up,1231,861018,True,2024-07-04T19:12:04
614290,sc_2,1534,266538,True,2024-03-10T06:50:51
795029,after_close_call,117,803063,False,2024-05-04T00:12:24
757883,meeting,768,829384,True,2024-09-04T02:14:42
828420,follow_up,333,703407,False,2024-08-17T04:57:29
512698,after_close_call,682,951438,False,2024-09-08T02:24:38
176259,meeting,1609,247641,False,2024-03-16T17:03:35
806478,sc_2,379,630911,False,2024-07-10T06:11:18
757213,meeting,995,190362,True,2024-02-15T09:54:10
297536,follow_up,272,479858,False,2024-08-12T06:12:34
387554,sc_2,1225,569868,True,2024-03-09T12:03:45
433672,sc_2,410,119830,False,2024-07-07T18:11:00
456399,sc_2,417,814011,True,2024-04-13T22:52:56
586403,follow_up,1301,947830,True,2024-06-19T20:37:02
805025,meeting,1626,656073,True,2024-03-12T09:57:06
436825,sc_2,613,201163,False,2024-04-14T08:18:12
794512,meeting,46,519722,False,2024-03-07T15:16:55
123920,follow_up,1625,930854,True,2024-06-05T19:14:15
474293,meeting,287,748578,False,2024-08-13T06:52:09
444084,follow_up,374,380419,False,2024-02-17T09:20:09
745334,sc_2,1713,764175,False,2024-08-17T01:18:48
525319,follow_up,1017,205056,True,2024-07-18T03:00:16
295375,meeting,999,794907,True,2024-06-15T09:05:23
797571,meeting,747,581715,False,2024-01-21T18:54:34
246340,follow_up,830,251999,False,2024-06-22T15:15:32
577464,follow_up,1441,563433,True,2024-08-19T09:50:56
399163,after_close_call,663,488763,False,2024-07-02T17:06:00
792058,meeting,1083,896941,True,2024-03-26T12:28:00
382267,after_close_call,813,861259,False,2024-01-08T20:10:07
472284,follow_up,1652,697107,True,2024-05-31T05:53:55
903184,follow_up,646,771472,False,2024-05-01T09:48:48
775403,after_close_call,292,627051,True,2024-04-24T04:30:28
868762,sc_2,1051,974146,False,2024-03-24T17:02:54
907467,follow_up,614,406724,False,2024-04-04T03:43:43
821134,meeting,171,926520,True,2024-07-13T21:06:08
386911,meeting,1205,836694,False,2024-02-12T19:17:45
894793,after_close_call,1356,107532,True,2024-01-27T21:50:39
168002,follow_up,1011,460289,False,2024-06-06T00:29:17
923964,follow_up,712,164639,True,2024-05-19T19:41:13
971324,meeting,1040,680304,True,2024-09-13T07:32:35
590393,after_close_call,1161,355479,True,2024-06-04T08:39:57
938381,meeting,1035,783727,True,2024-01-07T07:47:39
624724,follow_up,792,340475,True,2024-02-07T11:26:28
249489,after_close_call,361,313648,True,2024-03-29T14:50:54
480015,sc_2,1353,630252,False,2024-04-19T00:38:19
684443,follow_up,162,181379,False,2024-01-13T23:18:49
936146,after_close_call,1764,327512,False,2024-08-12T00:35:21
607525,follow_up,1329,770242,True,2024-02-02T18:29:01
723280,follow_up,822,379279,False,2024-05-08T13:09:49
860930,sc_2,134,123947,True,2024-06-14T04:42:24
959781,after_close_call,623,865201,False,2024-02-16T18:03:08
353356,meeting,1267,335088,True,2024-08-02T01:39:24
252313,meeting,638,525805,False,2024-06-25T07:55:20
865356,after_close_call,797,983379,False,2024-08-18T00:51:33
921692,after_close_call,249,119428,False,2024-07-27T21:31:52
491914,after_close_call,439,691471,False,2024-07-20T20:21:25
177746,sc_2,572,536787,False,2024-01-27T10:03:40
481276,follow_up,1313,517523,True,2024-02-25T13:10:59
355734,follow_up,1334,373113,False,2024-06-02T01:44:52
910491,sc_2,1055,877434,False,2024-04-18T21:06:24
373390,after_close_call,462,499727,False,2024-09-13T22:24:36
395830,sc_2,871,664341,False,2024-02-26T23:12:58
206273,follow_up,72,451514,True,2024-04-17T04:03:59
220874,sc_2,1419,806219,True,2024-04-10T18:32:24
371566,after_close_call,1544,415619,True,2024-01-15T20:13:00
493408,meeting,609,656096,False,2024-07-28T23:33:09
198891,after_close_call,947,721703,True,2024-02-25T02:58:07
409077,after_close_call,174,816712,False,2024-06-13T19:51:29
716544,follow_up,582,816243,False,2024-08-16T18:23:42
415416,after_close_call,1030,851269,True,2024-06-21T22:22:18
971424,after_close_call,1278,865477,False,2024-05-19T21:47:09
539605,meeting,965,385378,False,2024-08-09T10:11:48
214393,sc_2,1078,333753,False,2024-07-08T02:47:31
608089,sc_2,450,550021,False,2024-03-02T08:46:12
380140,follow_up,1164,122531,True,2024-05-02T23:11:29
558899,meeting,1047,810455,True,2024-04-30T19:44:09
737943,meeting,554,467174,True,2024-08-01T05:03:47
416964,sc_2,383,277967,False,2024-04-14T03:49:23
363548,follow_up,1201,738841,False,2024-03-24T19:24:51
515869,after_close_call,1539,749794,True,2024-06-02T00:33:06
348368,after_close_call,52,285930,True,2024-08-22T03:52:41
279414,follow_up,559,505353,False,2024-01-16T17:36:00
307679,sc_2,1445,555757,False,2024-06-19T19:35:44
804210,sc_2,1578,319855,False,2024-01-10T06:38:34
709349,sc_2,1333,534053,True,2024-05-25T14:36:20
540044,after_close_call,1236,215200,True,2024-03-11T22:38:44
378931,follow_up,941,355486,True,2024-05-29T20:50:38
849147,sc_2,27,770616,False,2024-02-26T17:28:55
342902,meeting,409,945521,True,2024-07-04T06:35:26
607751,meeting,394,454624,True,2024-06-12T03:32:59
269844,sc_2,1526,759076,False,2024-08-18T15:04:07
183536,after_close_call,585,240027,False,2024-07-21T12:11:27
981629,sc_2,1492,820571,False,2024-03-17T14:14:38
147471,follow_up,106,552887,True,2024-01-20T12:46:00
990968,meeting,119,578093,False,2024-02-15T08:52:54
721313,meeting,1250,672270,False,2024-04-15T23:45:46
269129,sc_2,446,851200,False,2024-07-25T06:19:42
978530,after_close_call,254,191077,False,2024-05-25T16:48:03
165406,after_close_call,1689,405526,True,2024-03-20T16:29:32
450195,after_close_call,253,326947,True,2024-01-06T05:53:47
610934,sc_2,424,578443,True,2024-01-15T11:05:24
730445,after_close_call,753,324950,False,2024-07-19T22:18:30
535464,follow_up,430,679582,False,2024-01-14T17:37:48
952141,after_close_call,1275,334619,False,2024-07-29T17:04:29
672569,meeting,1046,808695,True,2024-04-29T23:57:07
215389,sc_2,1768,654392,True,2024-08-14T05:08:54
765617,meeting,1752,395679,True,2024-09-01T15:02:58
856052,after_close_call,1588,163959,True,2024-07-20T13:52:07
435458,follow_up,1066,215027,True,2024-05-21T13:35:42
142102,follow_up,1302,930946,False,2024-08-26T11:12:31
875527,sc_2,1704,630334,True,2024-06-28T00:03:27
840226,after_close_call,858,534540,False,2024-07-08T11:18:14
498265,after_close_call,810,730547,True,2024-07-27T09:28:44
166679,sc_2,1236,484185,True,2024-06-02T10:06:35
303729,follow_up,247,659358,True,2024-02-19T08:53:12
261822,meeting,250,293102,False,2024-07-08T16:18:20
454749,meeting,1672,228462,True,2024-07-26T05:42:01
931921,meeting,393,695673,False,2024-03-16T11:53:09
404535,meeting,220,495564,False,2024-07-21T01:47:57
434828,after_close_call,1500,384976,True,2024-06-17T10:05:21
934352,follow_up,1044,482141,True,2024-07-19T05:39:41
926602,sc_2,542,684445,True,2024-08-06T08:06:09
489567,meeting,1578,767067,False,2024-06-18T06:41:15
624139,follow_up,1700,195554,True,2024-05-02T15:14:46
136574,meeting,108,795863,True,2024-06-16T14:41:50
603227,sc_2,1089,935072,False,2024-09-04T05:43:04
654207,meeting,1405,455398,False,2024-08-15T20:13:13
232260,meeting,130,170635,True,2024-06-30T11:52:53
423166,meeting,1299,541367,True,2024-07-04T23:05:39
274051,sc_2,1331,141763,True,2024-08-03T11:10:53
159096,follow_up,412,855033,True,2024-06-24T17:26:17
844368,sc_2,1244,280656,False,2024-06-03T02:09:58
387104,follow_up,723,475588,True,2024-05-10T21:04:03
429085,follow_up,298,856629,True,2024-05-30T06:27:16
626000,sc_2,1250,704605,True,2024-07-28T06:53:58
120047,follow_up,1248,587992,False,2024-02-18T23:38:48
745398,sc_2,839,116574,False,2024-06-17T16:08:17
169996,follow_up,431,261701,True,2024-05-24T03:31:01
679677,follow_up,527,581857,False,2024-02-01T10:41:41
855539,sc_2,818,622667,False,2024-05-29T07:30:38
138317,meeting,599,390946,False,2024-07-19T11:16:09
842354,after_close_call,97,968970,True,2024-06-03T08:09:01
841808,follow_up,681,807472,False,2024-07-23T03:46:52
461712,follow_up,900,405187,True,2024-08-26T19:55:12
400390,sc_2,1065,661376,True,2024-05-03T17:55:34
444647,meeting,320,377751,False,2024-07-31T04:04:29
521609,sc_2,1439,435863,True,2024-03-18T23:14:45
672787,follow_up,1514,911283,True,2024-06-08T21:54:45
285753,sc_2,1779,499989,False,2024-01-28T00:39:58
885646,after_close_call,1317,735689,True,2024-05-16T21:42:27
340527,meeting,397,566334,True,2024-03-24T06:45:37
306273,after_close_call,1373,219574,True,2024-03-25T22:15:08
376562,meeting,601,258038,False,2024-08-03T14:23:30
943871,follow_up,1513,879741,True,2024-08-05T09:45:18
908040,meeting,1225,181522,False,2024-07-10T09:52:34
296152,sc_2,1551,786913,False,2024-01-02T13:57:37
558424,after_close_call,55,310328,False,2024-02-17T08:01:28
347406,follow_up,1153,783502,True,2024-02-19T19:14:05
416668,sc_2,722,254221,False,2024-04-14T01:26:24
910017,follow_up,651,337133,False,2024-06-18T03:45:09
806949,after_close_call,218,747497,True,2024-02-17T15:09:23
256710,after_close_call,1231,781798,False,2024-03-19T08:47:07
452912,sc_2,741,939569,False,2024-07-28T19:55:10
648231,meeting,532,910790,False,2024-04-18T23:28:55
433990,sc_2,1694,833738,True,2024-09-01T02:15:59
661097,follow_up,460,704983,False,2024-04-13T20:23:05
847614,after_close_call,828,596289,True,2024-01-18T21:57:59
948931,after_close_call,848,538493,True,2024-03-24T13:31:57
934455,sc_2,104,717205,False,2024-03-17T07:21:25
860520,after_close_call,787,687792,False,2024-03-09T07:15:21
608003,sc_2,280,692839,False,2024-02-08T06:38:37
660018,follow_up,1783,336739,False,2024-03-08T20:51:22
603467,sc_2,238,220555,False,2024-04-15T07:44:56
203740,after_close_call,1744,702295,True,2024-08-24T12:49:35
997690,meeting,1,788889,False,2024-05-24T16:14:12
930388,follow_up,1021,464194,True,2024-05-19T06:19:06
851765,after_close_call,1644,891347,False,2024-03-10T07:18:20
841246,meeting,650,586818,False,2024-02-03T07:55:45
314015,follow_up,1325,511827,True,2024-01-05T07:33:18
914241,after_close_call,1727,380379,False,2024-02-20T02:39:08
787909,meeting,1543,774509,False,2024-04-19T13:37:20
456665,meeting,343,483546,True,2024-06-02T03:28:24
947830,follow_up,778,186789,True,2024-04-05T14:00:41
270777,after_close_call,242,833649,True,2024-07-13T08:45:17
658997,sc_2,724,978750,False,2024-01-03T20:41:43
661790,follow_up,1687,595169,False,2024-05-01T13:49:39
239352,follow_up,1281,895249,False,2024-06-08T23:28:29
499962,after_close_call,958,257240,True,2024-05-15T16:07:25
243759,after_close_call,1574,750068,False,2024-08-20T22:22:09
929916,meeting,92,896578,False,2024-07-14T22:17:58
345614,meeting,611,736875,False,2024-04-20T00:27:53
145673,sc_2,566,710341,True,2024-02-14T03:46:36
699161,sc_2,1316,767289,False,2024-07-24T19:22:49
865680,sc_2,1264,833994,False,2024-03-25T21:18:36
598562,follow_up,1645,894728,True,2024-07-11T08:05:58
