deal_id,change_time,changed_field_key,new_value
874328,2024-06-06 16:47:44,stage_id,2
874328,2024-06-19 16:47:44,stage_id,3
874328,2024-07-03 16:47:44,stage_id,6
874328,2024-08-01 16:47:44,stage_id,8
874328,2024-08-07 16:47:44,lost_reason,2
211201,2024-08-01 04:17:55,add_time,2024-08-01T04:17:55
211201,2024-08-29 04:17:55,user_id,778
211201,2024-09-08 04:17:55,user_id,21
211201,2024-09-26 04:17:55,stage_id,1
211201,2024-09-29 04:17:55,stage_id,2
211201,2024-10-08 04:17:55,stage_id,3
211201,2024-10-24 04:17:55,stage_id,5
211201,2024-11-05 04:17:55,stage_id,6
211201,2024-11-19 04:17:55,lost_reason,5
533238,2024-05-16 23:57:57,add_time,2024-05-16T23:57:57
533238,2024-06-05 23:57:57,user_id,985
533238,2024-07-02 23:57:57,user_id,574
533238,2024-07-22 23:57:57,stage_id,1
533238,2024-08-18 23:57:57,stage_id,2
533238,2024-08-22 23:57:57,stage_id,3
533238,2024-08-31 23:57:57,lost_reason,4
903758,2024-08-24 13:11:20,add_time,2024-08-24T13:11:20
903758,2024-09-15 13:11:20,user_id,1664
903758,2024-09-25 13:11:20,stage_id,1
903758,2024-10-08 13:11:20,stage_id,2
903758,2024-11-02 13:11:20,stage_id,8
903758,2024-11-20 13:11:20,lost_reason,5
361020,2024-01-29 15:43:25,add_time,2024-01-29T15:43:25
361020,2024-02-03 15:43:25,user_id,513
361020,2024-02-21 15:43:25,stage_id,1
361020,2024-02-25 15:43:25,stage_id,2
361020,2024-03-03 15:43:25,stage_id,3
361020,2024-03-12 15:43:25,stage_id,7
361020,2024-03-17 15:43:25,stage_id,8
361020,2024-04-01 15:43:25,stage_id,9
361020,2024-04-02 15:43:25,lost_reason,3
517578,2024-01-13 10:07:12,add_time,2024-01-13T10:07:12
517578,2024-01-19 10:07:12,user_id,589
517578,2024-02-12 10:07:12,stage_id,1
517578,2024-02-21 10:07:12,stage_id,2
517578,2024-03-14 10:07:12,stage_id,5
517578,2024-04-13 10:07:12,lost_reason,5
621459,2024-02-04 08:54:18,add_time,2024-02-04T08:54:18
621459,2024-02-05 08:54:18,user_id,574
621459,2024-02-12 08:54:18,stage_id,1
621459,2024-03-09 08:54:18,stage_id,2
621459,2024-03-21 08:54:18,stage_id,3
621459,2024-04-17 08:54:18,stage_id,6
621459,2024-05-03 08:54:18,stage_id,7
621459,2024-05-16 08:54:18,lost_reason,4
529617,2024-08-31 09:38:09,add_time,2024-08-31T09:38:09
529617,2024-09-06 09:38:09,user_id,371
529617,2024-09-08 09:38:09,stage_id,1
529617,2024-09-16 09:38:09,stage_id,3
529617,2024-10-13 09:38:09,stage_id,4
529617,2024-10-17 09:38:09,lost_reason,3
165949,2024-05-28 08:01:31,add_time,2024-05-28T08:01:31
165949,2024-06-02 08:01:31,user_id,962
165949,2024-06-28 08:01:31,stage_id,1
165949,2024-07-06 08:01:31,stage_id,2
165949,2024-07-16 08:01:31,stage_id,3
165949,2024-08-07 08:01:31,stage_id,4
165949,2024-09-02 08:01:31,stage_id,7
165949,2024-09-18 08:01:31,stage_id,9
165949,2024-09-28 08:01:31,lost_reason,1
563929,2024-02-07 09:52:51,add_time,2024-02-07T09:52:51
563929,2024-02-29 09:52:51,user_id,410
563929,2024-03-21 09:52:51,stage_id,1
563929,2024-03-23 09:52:51,stage_id,2
563929,2024-04-16 09:52:51,stage_id,5
563929,2024-05-12 09:52:51,stage_id,8
563929,2024-05-25 09:52:51,lost_reason,3
690609,2024-04-07 12:11:58,add_time,2024-04-07T12:11:58
690609,2024-04-18 12:11:58,user_id,730
690609,2024-05-17 12:11:58,user_id,1213
690609,2024-05-30 12:11:58,stage_id,1
690609,2024-06-18 12:11:58,stage_id,2
690609,2024-07-06 12:11:58,stage_id,3
690609,2024-08-04 12:11:58,stage_id,6
690609,2024-08-05 12:11:58,lost_reason,3
323730,2024-07-26 22:25:16,add_time,2024-07-26T22:25:16
323730,2024-08-22 22:25:16,user_id,1670
323730,2024-09-17 22:25:16,stage_id,1
323730,2024-10-08 22:25:16,stage_id,2
323730,2024-10-27 22:25:16,stage_id,3
323730,2024-10-28 22:25:16,stage_id,4
323730,2024-11-27 22:25:16,stage_id,5
323730,2024-12-05 22:25:16,lost_reason,5
944387,2024-01-09 14:37:18,add_time,2024-01-09T14:37:18
944387,2024-01-23 14:37:18,user_id,798
944387,2024-02-09 14:37:18,stage_id,1
944387,2024-02-29 14:37:18,stage_id,2
944387,2024-03-24 14:37:18,stage_id,4
944387,2024-04-14 14:37:18,stage_id,5
944387,2024-04-23 14:37:18,stage_id,9
944387,2024-05-18 14:37:18,lost_reason,2
227311,2024-06-12 14:26:24,add_time,2024-06-12T14:26:24
227311,2024-06-30 14:26:24,user_id,483
227311,2024-07-09 14:26:24,stage_id,1
227311,2024-07-29 14:26:24,stage_id,2
227311,2024-08-08 14:26:24,lost_reason,1
695988,2024-07-11 20:40:09,add_time,2024-07-11T20:40:09
695988,2024-07-25 20:40:09,user_id,1756
695988,2024-08-18 20:40:09,stage_id,1
695988,2024-09-04 20:40:09,stage_id,2
695988,2024-09-10 20:40:09,stage_id,5
695988,2024-09-19 20:40:09,lost_reason,5
190204,2024-02-02 13:00:09,add_time,2024-02-02T13:00:09
190204,2024-02-25 13:00:09,user_id,594
190204,2024-03-06 13:00:09,user_id,1312
190204,2024-04-04 13:00:09,stage_id,1
190204,2024-04-06 13:00:09,stage_id,2
190204,2024-04-25 13:00:09,stage_id,3
190204,2024-05-23 13:00:09,stage_id,4
190204,2024-05-29 13:00:09,stage_id,8
190204,2024-06-02 13:00:09,stage_id,9
190204,2024-06-23 13:00:09,lost_reason,5
194212,2024-08-25 20:30:33,add_time,2024-08-25T20:30:33
194212,2024-09-04 20:30:33,user_id,1698
194212,2024-10-03 20:30:33,stage_id,1
194212,2024-10-15 20:30:33,stage_id,2
194212,2024-11-04 20:30:33,stage_id,3
194212,2024-11-12 20:30:33,stage_id,7
194212,2024-11-14 20:30:33,stage_id,8
194212,2024-11-20 20:30:33,lost_reason,2
313309,2024-04-03 10:35:31,add_time,2024-04-03T10:35:31
313309,2024-04-14 10:35:31,user_id,1764
313309,2024-05-12 10:35:31,user_id,1431
313309,2024-06-07 10:35:31,stage_id,1
313309,2024-06-21 10:35:31,stage_id,2
313309,2024-07-17 10:35:31,stage_id,3
313309,2024-07-21 10:35:31,stage_id,4
313309,2024-07-23 10:35:31,lost_reason,2
241125,2024-06-19 16:39:32,add_time,2024-06-19T16:39:32
241125,2024-06-21 16:39:32,user_id,1305
241125,2024-06-23 16:39:32,stage_id,1
241125,2024-07-01 16:39:32,stage_id,2
241125,2024-07-14 16:39:32,stage_id,7
241125,2024-08-08 16:39:32,lost_reason,4
152345,2024-08-28 06:33:27,add_time,2024-08-28T06:33:27
152345,2024-09-17 06:33:27,user_id,1645
152345,2024-09-19 06:33:27,stage_id,1
152345,2024-09-29 06:33:27,stage_id,2
152345,2024-10-15 06:33:27,stage_id,3
152345,2024-11-12 06:33:27,stage_id,6
152345,2024-12-07 06:33:27,lost_reason,5
714064,2024-06-23 16:09:18,add_time,2024-06-23T16:09:18
714064,2024-07-07 16:09:18,user_id,38
714064,2024-07-16 16:09:18,user_id,221
714064,2024-07-27 16:09:18,stage_id,1
714064,2024-08-02 16:09:18,stage_id,2
714064,2024-08-07 16:09:18,stage_id,4
714064,2024-08-08 16:09:18,stage_id,6
714064,2024-08-30 16:09:18,lost_reason,1
510285,2024-06-11 09:12:29,add_time,2024-06-11T09:12:29
510285,2024-06-18 09:12:29,user_id,560
510285,2024-07-08 09:12:29,stage_id,1
510285,2024-07-10 09:12:29,stage_id,2
510285,2024-07-28 09:12:29,stage_id,7
510285,2024-08-02 09:12:29,stage_id,9
510285,2024-08-24 09:12:29,lost_reason,2
891541,2024-05-18 08:07:21,add_time,2024-05-18T08:07:21
891541,2024-06-06 08:07:21,user_id,1130
891541,2024-06-08 08:07:21,stage_id,1
891541,2024-06-15 08:07:21,stage_id,3
891541,2024-07-10 08:07:21,lost_reason,2
399743,2024-08-26 03:33:19,add_time,2024-08-26T03:33:19
399743,2024-09-17 03:33:19,user_id,513
399743,2024-09-21 03:33:19,stage_id,1
399743,2024-10-06 03:33:19,stage_id,2
399743,2024-10-17 03:33:19,stage_id,4
399743,2024-10-21 03:33:19,stage_id,5
399743,2024-11-13 03:33:19,lost_reason,2
238580,2024-07-09 22:14:19,add_time,2024-07-09T22:14:19
238580,2024-08-02 22:14:19,user_id,164
238580,2024-08-10 22:14:19,user_id,1355
238580,2024-08-17 22:14:19,stage_id,1
238580,2024-08-22 22:14:19,stage_id,2
238580,2024-08-27 22:14:19,stage_id,4
238580,2024-09-24 22:14:19,stage_id,5
238580,2024-10-08 22:14:19,stage_id,7
238580,2024-10-10 22:14:19,lost_reason,4
736838,2024-08-10 14:26:27,add_time,2024-08-10T14:26:27
736838,2024-09-07 14:26:27,user_id,1462
736838,2024-09-09 14:26:27,stage_id,1
736838,2024-09-11 14:26:27,stage_id,2
736838,2024-09-26 14:26:27,stage_id,3
736838,2024-10-07 14:26:27,stage_id,5
736838,2024-10-27 14:26:27,stage_id,6
736838,2024-11-15 14:26:27,lost_reason,5
614966,2024-06-18 20:19:42,add_time,2024-06-18T20:19:42
614966,2024-07-04 20:19:42,user_id,316
614966,2024-07-07 20:19:42,stage_id,1
614966,2024-07-08 20:19:42,stage_id,3
614966,2024-07-19 20:19:42,lost_reason,4
788445,2024-03-15 13:12:18,add_time,2024-03-15T13:12:18
788445,2024-03-24 13:12:18,user_id,1558
788445,2024-03-28 13:12:18,user_id,1392
788445,2024-04-21 13:12:18,stage_id,1
788445,2024-05-16 13:12:18,stage_id,2
788445,2024-06-14 13:12:18,stage_id,3
788445,2024-06-27 13:12:18,stage_id,6
788445,2024-07-16 13:12:18,stage_id,8
788445,2024-07-21 13:12:18,lost_reason,5
254319,2024-05-30 10:10:20,add_time,2024-05-30T10:10:20
254319,2024-06-05 10:10:20,user_id,1321
254319,2024-06-11 10:10:20,stage_id,1
254319,2024-06-24 10:10:20,stage_id,2
254319,2024-07-06 10:10:20,stage_id,3
254319,2024-07-13 10:10:20,stage_id,5
254319,2024-07-20 10:10:20,lost_reason,1
612962,2024-04-11 23:18:59,add_time,2024-04-11T23:18:59
612962,2024-04-13 23:18:59,user_id,1644
612962,2024-05-10 23:18:59,stage_id,1
612962,2024-05-11 23:18:59,stage_id,2
612962,2024-06-07 23:18:59,stage_id,3
612962,2024-06-28 23:18:59,stage_id,7
612962,2024-07-02 23:18:59,lost_reason,1
689959,2024-08-13 00:00:55,add_time,2024-08-13T00:00:55
689959,2024-08-18 00:00:55,user_id,1232
689959,2024-08-20 00:00:55,stage_id,1
689959,2024-08-24 00:00:55,stage_id,3
689959,2024-09-08 00:00:55,stage_id,4
689959,2024-09-14 00:00:55,stage_id,6
689959,2024-10-04 00:00:55,lost_reason,5
369778,2024-02-03 17:09:23,add_time,2024-02-03T17:09:23
369778,2024-02-17 17:09:23,user_id,953
369778,2024-02-28 17:09:23,stage_id,1
369778,2024-03-01 17:09:23,stage_id,4
369778,2024-03-28 17:09:23,stage_id,5
369778,2024-04-18 17:09:23,stage_id,9
369778,2024-05-03 17:09:23,lost_reason,5
476285,2024-06-08 06:30:06,add_time,2024-06-08T06:30:06
476285,2024-06-13 06:30:06,user_id,626
476285,2024-07-09 06:30:06,stage_id,1
476285,2024-08-07 06:30:06,stage_id,2
476285,2024-08-20 06:30:06,stage_id,4
476285,2024-08-26 06:30:06,stage_id,5
476285,2024-09-04 06:30:06,lost_reason,4
252817,2024-04-22 02:00:54,add_time,2024-04-22T02:00:54
252817,2024-04-28 02:00:54,user_id,1388
252817,2024-05-12 02:00:54,stage_id,1
252817,2024-06-04 02:00:54,stage_id,4
252817,2024-06-22 02:00:54,stage_id,5
252817,2024-06-26 02:00:54,lost_reason,1
345206,2024-04-11 11:49:30,add_time,2024-04-11T11:49:30
345206,2024-05-04 11:49:30,user_id,1142
345206,2024-05-18 11:49:30,stage_id,1
345206,2024-06-08 11:49:30,stage_id,2
345206,2024-06-14 11:49:30,stage_id,3
345206,2024-06-24 11:49:30,stage_id,5
345206,2024-07-20 11:49:30,lost_reason,4
204986,2024-06-16 22:46:26,add_time,2024-06-16T22:46:26
204986,2024-06-19 22:46:26,user_id,714
204986,2024-07-15 22:46:26,stage_id,1
204986,2024-07-28 22:46:26,stage_id,2
204986,2024-08-18 22:46:26,stage_id,3
204986,2024-08-27 22:46:26,stage_id,4
204986,2024-09-26 22:46:26,stage_id,5
204986,2024-10-09 22:46:26,stage_id,6
204986,2024-10-13 22:46:26,stage_id,7
204986,2024-10-18 22:46:26,stage_id,9
204986,2024-11-06 22:46:26,lost_reason,3
702151,2024-09-08 23:32:07,add_time,2024-09-08T23:32:07
702151,2024-09-22 23:32:07,user_id,229
702151,2024-10-08 23:32:07,stage_id,1
702151,2024-10-30 23:32:07,stage_id,2
702151,2024-11-22 23:32:07,stage_id,3
702151,2024-11-30 23:32:07,stage_id,4
702151,2024-12-16 23:32:07,stage_id,5
702151,2024-12-18 23:32:07,lost_reason,3
734206,2024-04-02 20:27:52,add_time,2024-04-02T20:27:52
734206,2024-04-07 20:27:52,user_id,780
734206,2024-04-15 20:27:52,stage_id,1
734206,2024-04-28 20:27:52,stage_id,3
734206,2024-05-14 20:27:52,stage_id,4
734206,2024-06-02 20:27:52,lost_reason,4
296713,2024-02-14 07:44:14,add_time,2024-02-14T07:44:14
296713,2024-02-22 07:44:14,user_id,776
296713,2024-03-14 07:44:14,user_id,608
296713,2024-03-29 07:44:14,stage_id,1
296713,2024-04-13 07:44:14,stage_id,2
296713,2024-04-14 07:44:14,stage_id,5
296713,2024-04-20 07:44:14,stage_id,6
296713,2024-05-14 07:44:14,stage_id,8
296713,2024-05-24 07:44:14,lost_reason,5
406064,2024-02-26 01:36:18,add_time,2024-02-26T01:36:18
406064,2024-03-16 01:36:18,user_id,1218
406064,2024-03-30 01:36:18,stage_id,1
406064,2024-04-08 01:36:18,stage_id,2
406064,2024-04-17 01:36:18,stage_id,3
406064,2024-05-02 01:36:18,lost_reason,3
796686,2024-09-10 20:21:21,add_time,2024-09-10T20:21:21
796686,2024-10-09 20:21:21,user_id,492
796686,2024-10-21 20:21:21,stage_id,1
796686,2024-11-14 20:21:21,stage_id,3
796686,2024-12-01 20:21:21,lost_reason,1
561041,2024-01-06 01:07:43,add_time,2024-01-06T01:07:43
561041,2024-01-12 01:07:43,user_id,1689
561041,2024-01-25 01:07:43,user_id,866
561041,2024-02-16 01:07:43,stage_id,1
561041,2024-02-25 01:07:43,stage_id,3
561041,2024-02-27 01:07:43,stage_id,4
561041,2024-03-12 01:07:43,stage_id,6
561041,2024-03-30 01:07:43,stage_id,7
561041,2024-04-20 01:07:43,lost_reason,1
